Date,Control Point,Arrival / Departure,Hong Kong Residents,Mainland Visitors,Other Visitors,Total
6/9/2024,Airport,Departure,27310,5739,14388,47437
7/9/2024,Airport,Arrival,26186,7458,14903,48547
7/9/2024,Airport,Departure,28754,7001,16829,52584
8/9/2024,Airport,Arrival,34293,7572,13896,55761
8/9/2024,Airport,Departure,26188,8869,17733,52790
9/9/2024,Airport,Arrival,29897,8237,13911,52045
9/9/2024,Airport,Departure,24632,6645,12666,43943
10/9/2024,Airport,Arrival,25029,7631,12745,45405
10/9/2024,Airport,Departure,21226,5645,12084,38955
11/9/2024,Airport,Arrival,23446,6604,13357,43407
11/9/2024,Airport,Departure,22287,6141,12047,40475
12/9/2024,Airport,Arrival,22109,6851,15390,44350
12/9/2024,Airport,Departure,26421,6702,13192,46315
13-09-2024,Airport,Arrival,25500,8832,21062,55394
13-09-2024,Airport,Departure,35582,9215,14404,59201
14-09-2024,Airport,Arrival,24846,10498,25903,61247
14-09-2024,Airport,Departure,34749,10268,14340,59357
15-09-2024,Airport,Arrival,31997,10244,20639,62880
15-09-2024,Airport,Departure,24364,10972,17304,52640
16-09-2024,Airport,Arrival,26279,6394,17209,49882
16-09-2024,Airport,Departure,20066,7311,19630,47007
17-09-2024,Airport,Arrival,21509,11206,16295,49010
17-09-2024,Airport,Departure,25216,10224,20612,56052
18-09-2024,Airport,Arrival,30334,10212,16163,56709
18-09-2024,Airport,Departure,35924,7005,15074,58003
19-09-2024,Airport,Arrival,21243,7628,15008,43879
19-09-2024,Airport,Departure,28907,6263,14563,49733
20-09-2024,Airport,Arrival,20528,7732,16374,44634
20-09-2024,Airport,Departure,33900,7171,15558,56629
21-09-2024,Airport,Arrival,26252,8533,17296,52081
21-09-2024,Airport,Departure,29469,7071,18594,55134
22-09-2024,Airport,Arrival,41192,8209,15217,64618
22-09-2024,Airport,Departure,26717,9800,23496,60013
23-09-2024,Airport,Arrival,35417,8844,14988,59249
23-09-2024,Airport,Departure,26800,7888,19480,54168
24-09-2024,Airport,Arrival,27443,7061,13130,47634
24-09-2024,Airport,Departure,23589,6736,15512,45837
25-09-2024,Airport,Arrival,24419,6852,12955,44226
25-09-2024,Airport,Departure,26401,8036,14642,49079
26-09-2024,Airport,Arrival,23127,7416,13542,44085
26-09-2024,Airport,Departure,31206,10466,15241,56913
27-09-2024,Airport,Arrival,27202,8302,15031,50535
27-09-2024,Airport,Departure,39710,14256,14877,68843
28-09-2024,Airport,Arrival,27764,9390,14535,51689
28-09-2024,Airport,Departure,35467,18977,16180,70624
29-09-2024,Airport,Arrival,33753,8340,10761,52854
29-09-2024,Airport,Departure,23518,18059,21104,62681
30-09-2024,Airport,Arrival,33208,11626,10106,54940
30-09-2024,Airport,Departure,17708,26969,15301,59978
1/10/2024,Airport,Arrival,40774,12140,10480,63394
1/10/2024,Airport,Departure,17694,31850,11989,61533
2/10/2024,Airport,Arrival,28539,12995,12369,53903
2/10/2024,Airport,Departure,16324,22973,10782,50079
3/10/2024,Airport,Arrival,19070,13309,15633,48012
3/10/2024,Airport,Departure,20389,16970,10887,48246
4/10/2024,Airport,Arrival,21908,18679,16381,56968
4/10/2024,Airport,Departure,30041,12616,11400,54057
5/10/2024,Airport,Arrival,22485,24271,15485,62241
5/10/2024,Airport,Departure,32009,11986,12521,56516
6/10/2024,Airport,Arrival,27725,30451,13624,71800
6/10/2024,Airport,Departure,26258,12398,16954,55610
7/10/2024,Airport,Arrival,20786,40031,12360,73177
7/10/2024,Airport,Departure,24867,10298,11729,46894
8/10/2024,Airport,Arrival,20974,27982,14563,63519
8/10/2024,Airport,Departure,27720,7380,10751,45851
9/10/2024,Airport,Arrival,21995,17562,21356,60913
9/10/2024,Airport,Departure,37560,5367,11078,54005
10/10/2024,Airport,Arrival,22835,11387,24270,58492
10/10/2024,Airport,Departure,54046,4103,10083,68232
11/10/2024,Airport,Arrival,26373,7412,23327,57112
11/10/2024,Airport,Departure,48410,4437,11412,64259
12/10/2024,Airport,Arrival,35274,6635,24476,66385
12/10/2024,Airport,Departure,26844,5135,17502,49481
13-10-2024,Airport,Arrival,57519,5417,16377,79313
13-10-2024,Airport,Departure,27717,5321,24524,57562
14-10-2024,Airport,Arrival,46593,7507,18822,72922
14-10-2024,Airport,Departure,27418,5447,22528,55393
15-10-2024,Airport,Arrival,36621,6474,18224,61319
15-10-2024,Airport,Departure,25264,5141,16824,47229
16-10-2024,Airport,Arrival,29747,6990,18486,55223
16-10-2024,Airport,Departure,27163,5907,15342,48412
17-10-2024,Airport,Arrival,25701,6992,20026,52719
17-10-2024,Airport,Departure,30938,5702,14967,51607
18-10-2024,Airport,Arrival,29197,8085,22034,59316
18-10-2024,Airport,Departure,37350,6418,17410,61178
19-10-2024,Airport,Arrival,31703,7151,21705,60559
19-10-2024,Airport,Departure,35267,6036,19399,60702
20-10-2024,Airport,Arrival,41828,6874,19081,67783
20-10-2024,Airport,Departure,30406,7758,25747,63911
21-10-2024,Airport,Arrival,35022,7495,18874,61391
21-10-2024,Airport,Departure,28154,6534,19069,53757
22-10-2024,Airport,Arrival,29055,6545,17064,52664
22-10-2024,Airport,Departure,24411,5388,17050,46849
23-10-2024,Airport,Arrival,28391,6932,19232,54555
23-10-2024,Airport,Departure,26465,6124,16917,49506
24-10-2024,Airport,Arrival,26326,7027,18869,52222
24-10-2024,Airport,Departure,30954,6021,16986,53961
25-10-2024,Airport,Arrival,31301,8618,22059,61978
25-10-2024,Airport,Departure,35901,6916,19292,62109
26-10-2024,Airport,Arrival,33559,7488,23203,64250
26-10-2024,Airport,Departure,31462,6825,20138,58425
27-10-2024,Airport,Arrival,41048,6985,19332,67365
27-10-2024,Airport,Departure,25994,7962,24825,58781
28-10-2024,Airport,Arrival,33955,7737,18505,60197
28-10-2024,Airport,Departure,25315,6198,19511,51024
29-10-2024,Airport,Arrival,29348,6546,16861,52755
29-10-2024,Airport,Departure,20691,5504,17338,43533
30-10-2024,Airport,Arrival,28257,6469,20382,55108
30-10-2024,Airport,Departure,24109,6568,18749,49426
31-10-2024,Airport,Arrival,25007,7449,20543,52999
31-10-2024,Airport,Departure,26317,6129,17768,50214
1/11/2024,Airport,Arrival,25932,7223,23125,56280
1/11/2024,Airport,Departure,35672,6566,19630,61868
2/11/2024,Airport,Arrival,26496,6239,21868,54603
2/11/2024,Airport,Departure,30333,6280,21939,58552
3/11/2024,Airport,Arrival,36008,6563,17834,60405
3/11/2024,Airport,Departure,27281,7673,26879,61833
4/11/2024,Airport,Arrival,32895,7606,18681,59182
4/11/2024,Airport,Departure,26865,6110,24897,57872
5/11/2024,Airport,Arrival,26129,6836,16629,49594
5/11/2024,Airport,Departure,24425,5387,18173,47985
6/11/2024,Airport,Arrival,25454,6355,19150,50959
6/11/2024,Airport,Departure,26757,5319,17165,49241
7/11/2024,Airport,Arrival,24384,6984,20393,51761
7/11/2024,Airport,Departure,32321,5441,15890,53652
8/11/2024,Airport,Arrival,27447,7982,21988,57417
8/11/2024,Airport,Departure,37095,6834,18186,62115
9/11/2024,Airport,Arrival,28850,7079,20343,56272
9/11/2024,Airport,Departure,33479,6717,18462,58658
10/11/2024,Airport,Arrival,38923,7212,18729,64864
10/11/2024,Airport,Departure,29280,8125,24730,62135
11/11/2024,Airport,Arrival,34528,8989,20837,64354
11/11/2024,Airport,Departure,27787,7043,21326,56156
12/11/2024,Airport,Arrival,28880,7937,20122,56939
12/11/2024,Airport,Departure,24868,5840,17666,48374
13-11-2024,Airport,Arrival,26498,7176,20076,53750
13-11-2024,Airport,Departure,27668,5638,17509,50815
14-11-2024,Airport,Arrival,25395,7413,20102,52910
14-11-2024,Airport,Departure,32480,6795,17795,57070
15-11-2024,Airport,Arrival,29881,9327,22938,62146
15-11-2024,Airport,Departure,37354,7842,21638,66834
16-11-2024,Airport,Arrival,31248,8070,22190,61508
16-11-2024,Airport,Departure,32684,7098,22537,62319
17-11-2024,Airport,Arrival,39676,8654,19325,67655
17-11-2024,Airport,Departure,29634,9527,26987,66148
18-11-2024,Airport,Arrival,36161,8861,19458,64480
18-11-2024,Airport,Departure,29684,7499,22471,59654
19-11-2024,Airport,Arrival,29503,6597,16684,52784
19-11-2024,Airport,Departure,25448,5863,18321,49632
20-11-2024,Airport,Arrival,26856,7077,18826,52759
20-11-2024,Airport,Departure,28135,6575,17891,52601
21-11-2024,Airport,Arrival,26209,7724,21809,55742
21-11-2024,Airport,Departure,35063,6441,17288,58792
22-11-2024,Airport,Arrival,30397,8454,23985,62836
22-11-2024,Airport,Departure,38930,6799,17823,63552
23-11-2024,Airport,Arrival,30239,7317,22062,59618
23-11-2024,Airport,Departure,33472,5961,20099,59532
24-11-2024,Airport,Arrival,40119,7966,19126,67211
24-11-2024,Airport,Departure,29032,8525,27238,64795
25-11-2024,Airport,Arrival,36944,8076,19148,64168
25-11-2024,Airport,Departure,28154,6720,22227,57101
26-11-2024,Airport,Arrival,30614,7012,16965,54591
26-11-2024,Airport,Departure,25137,5628,19038,49803
27-11-2024,Airport,Arrival,27596,7477,19643,54716
27-11-2024,Airport,Departure,27989,6325,18103,52417
28-11-2024,Airport,Arrival,27276,7540,21341,56157
28-11-2024,Airport,Departure,32692,6697,16804,56193
29-11-2024,Airport,Arrival,29619,9789,23491,62899
29-11-2024,Airport,Departure,36125,7419,19255,62799
30-11-2024,Airport,Arrival,32284,8235,21846,62365
30-11-2024,Airport,Departure,33324,6722,20901,60947
1/12/2024,Airport,Arrival,40664,7566,18869,67099
1/12/2024,Airport,Departure,29278,8932,26208,64418
2/12/2024,Airport,Arrival,35036,8611,19228,62875
2/12/2024,Airport,Departure,27947,7983,21534,57464
3/12/2024,Airport,Arrival,28133,6958,17325,52416
3/12/2024,Airport,Departure,24865,5915,17940,48720
4/12/2024,Airport,Arrival,26274,7173,19427,52874
4/12/2024,Airport,Departure,26729,6037,17545,50311
5/12/2024,Airport,Arrival,24539,8560,22916,56015
5/12/2024,Airport,Departure,31212,6269,18546,56027
6/12/2024,Airport,Arrival,28764,10308,23093,62165
6/12/2024,Airport,Departure,36884,7765,18388,63037
7/12/2024,Airport,Arrival,27869,8465,23259,59593
7/12/2024,Airport,Departure,33710,7349,21053,62112
8/12/2024,Airport,Arrival,39376,8711,20258,68345
8/12/2024,Airport,Departure,28110,9496,27140,64746
9/12/2024,Airport,Arrival,34575,9150,20391,64116
9/12/2024,Airport,Departure,26819,7562,23708,58089
10/12/2024,Airport,Arrival,29702,7575,18381,55658
10/12/2024,Airport,Departure,24814,6511,22020,53345
11/12/2024,Airport,Arrival,26936,8075,18899,53910
11/12/2024,Airport,Departure,27713,6458,19861,54032
12/12/2024,Airport,Arrival,26413,9962,21289,57664
12/12/2024,Airport,Departure,34568,6917,18637,60122
13-12-2024,Airport,Arrival,28848,10505,22628,61981
13-12-2024,Airport,Departure,44731,7992,17366,70089
14-12-2024,Airport,Arrival,30839,9085,23028,62952
14-12-2024,Airport,Departure,43612,7228,19004,69844
15-12-2024,Airport,Arrival,38382,12972,18598,69952
15-12-2024,Airport,Departure,35759,10260,25609,71628
16-12-2024,Airport,Arrival,37569,10805,19562,67936
16-12-2024,Airport,Departure,33771,7701,22616,64088
17-12-2024,Airport,Arrival,31668,9763,16420,57851
17-12-2024,Airport,Departure,34859,7053,19952,61864
18-12-2024,Airport,Arrival,30108,9524,18162,57794
18-12-2024,Airport,Departure,38755,10989,19038,68782
19-12-2024,Airport,Arrival,28667,10006,21019,59692
19-12-2024,Airport,Departure,49432,7758,19769,76959
20-12-2024,Airport,Arrival,32100,11788,22854,66742
20-12-2024,Airport,Departure,58950,6557,17919,83426
21-12-2024,Airport,Arrival,30502,11909,26869,69280
21-12-2024,Airport,Departure,67770,5054,14023,86847
22-12-2024,Airport,Arrival,34906,10159,23744,68809
22-12-2024,Airport,Departure,55190,7653,19544,82387
23-12-2024,Airport,Arrival,32809,10648,25029,68486
23-12-2024,Airport,Departure,50036,7408,19792,77236
24-12-2024,Airport,Arrival,29547,8908,23320,61775
24-12-2024,Airport,Departure,53331,5404,15261,73996
25-12-2024,Airport,Arrival,31576,7741,27173,66490
25-12-2024,Airport,Departure,50903,4979,16445,72327
26-12-2024,Airport,Arrival,44271,8010,25855,78136
26-12-2024,Airport,Departure,45579,6893,20783,73255
27-12-2024,Airport,Arrival,42633,8304,28398,79335
27-12-2024,Airport,Departure,41929,7031,20668,69628
28-12-2024,Airport,Arrival,44741,7002,29187,80930
28-12-2024,Airport,Departure,36246,7899,23263,67408
29-12-2024,Airport,Arrival,61283,4959,21920,88162
29-12-2024,Airport,Departure,29153,8350,27866,65369
30-12-2024,Airport,Arrival,53989,6105,24649,84743
30-12-2024,Airport,Departure,25039,6734,26481,58254
31-12-2024,Airport,Arrival,54969,6411,20460,81840
31-12-2024,Airport,Departure,23557,7303,22071,52931
1/1/2023,Airport,Arrival,24925,1687,2456,29068
1/1/2023,Airport,Departure,14591,1648,4644,20883
2/1/2023,Airport,Arrival,28258,1624,1857,31739
2/1/2023,Airport,Departure,13367,1422,6713,21502
3/1/2023,Airport,Arrival,22993,1663,2459,27115
3/1/2023,Airport,Departure,14179,1652,4621,20452
4/1/2023,Airport,Arrival,21850,1886,2833,26569
4/1/2023,Airport,Departure,14230,1533,3740,19503
5/1/2023,Airport,Arrival,18429,2304,3164,23897
5/1/2023,Airport,Departure,14417,1434,3422,19273
6/1/2023,Airport,Arrival,19307,2468,3391,25166
6/1/2023,Airport,Departure,15155,1684,3308,20147
7/1/2023,Airport,Arrival,19863,2885,3456,26204
7/1/2023,Airport,Departure,15927,1590,3585,21102
8/1/2023,Airport,Arrival,23121,3019,4135,30275
8/1/2023,Airport,Departure,18344,2949,4410,25703
9/1/2023,Airport,Arrival,17190,3403,4203,24796
9/1/2023,Airport,Departure,13750,2286,3384,19420
10/1/2023,Airport,Arrival,16424,3419,4169,24012
10/1/2023,Airport,Departure,13894,2533,3931,20358
11/1/2023,Airport,Arrival,15408,3777,4088,23273
11/1/2023,Airport,Departure,14288,2732,4596,21616
12/1/2023,Airport,Arrival,15014,3769,4270,23053
12/1/2023,Airport,Departure,15030,2686,4797,22513
13-01-2023,Airport,Arrival,15451,3834,4362,23647
13-01-2023,Airport,Departure,15924,3286,5093,24303
14-01-2023,Airport,Arrival,17309,3548,3969,24826
14-01-2023,Airport,Departure,17507,3075,5448,26030
15-01-2023,Airport,Arrival,20690,3469,3799,27958
15-01-2023,Airport,Departure,17647,3631,6205,27483
16-01-2023,Airport,Arrival,15596,3389,3432,22417
16-01-2023,Airport,Departure,13712,2934,4649,21295
17-01-2023,Airport,Arrival,15066,3476,3125,21667
17-01-2023,Airport,Departure,18842,2870,4633,26345
18-01-2023,Airport,Arrival,15805,3984,3744,23533
18-01-2023,Airport,Departure,24707,2837,4046,31590
19-01-2023,Airport,Arrival,15193,4444,4389,24026
19-01-2023,Airport,Departure,28640,2393,3684,34717
20-01-2023,Airport,Arrival,14481,4068,5256,23805
20-01-2023,Airport,Departure,31647,1913,2809,36369
21-01-2023,Airport,Arrival,13577,2435,5535,21547
21-01-2023,Airport,Departure,31799,1036,2422,35257
22-01-2023,Airport,Arrival,11142,3126,4307,18575
22-01-2023,Airport,Departure,28517,1484,2934,32935
23-01-2023,Airport,Arrival,12358,4214,4380,20952
23-01-2023,Airport,Departure,21687,1810,2898,26395
24-01-2023,Airport,Arrival,16309,3690,4251,24250
24-01-2023,Airport,Departure,19487,2219,4172,25878
25-01-2023,Airport,Arrival,25033,2938,3305,31276
25-01-2023,Airport,Departure,19642,2668,3704,26014
26-01-2023,Airport,Arrival,24394,3869,4224,32487
26-01-2023,Airport,Departure,17807,3511,3986,25304
27-01-2023,Airport,Arrival,25531,2955,3898,32384
27-01-2023,Airport,Departure,17747,4291,4348,26386
28-01-2023,Airport,Arrival,30702,2225,3008,35935
28-01-2023,Airport,Departure,18069,3715,4938,26722
29-01-2023,Airport,Arrival,37062,1582,2481,41125
29-01-2023,Airport,Departure,17984,4058,5617,27659
30-01-2023,Airport,Arrival,28849,2883,3382,35114
30-01-2023,Airport,Departure,13318,3244,3733,20295
31-01-2023,Airport,Arrival,25658,2933,3577,32168
31-01-2023,Airport,Departure,13285,3203,3547,20035
1/2/2023,Airport,Arrival,22962,3951,4675,31588
1/2/2023,Airport,Departure,16309,3230,3012,22551
2/2/2023,Airport,Arrival,18327,5118,5619,29064
2/2/2023,Airport,Departure,14632,3203,3180,21015
3/2/2023,Airport,Arrival,15487,4576,6473,26536
3/2/2023,Airport,Departure,16961,3651,3724,24336
4/2/2023,Airport,Arrival,17592,4583,5697,27872
4/2/2023,Airport,Departure,15644,3405,3957,23006
5/2/2023,Airport,Arrival,21913,3859,5410,31182
5/2/2023,Airport,Departure,16539,3598,5739,25876
6/2/2023,Airport,Arrival,17408,4946,6154,28508
6/2/2023,Airport,Departure,14145,3686,4586,22417
7/2/2023,Airport,Arrival,14729,4539,5653,24921
7/2/2023,Airport,Departure,13399,3598,4811,21808
8/2/2023,Airport,Arrival,14464,4953,6021,25438
8/2/2023,Airport,Departure,14257,3978,4614,22849
9/2/2023,Airport,Arrival,13494,5226,7014,25734
9/2/2023,Airport,Departure,15208,3904,4593,23705
10/2/2023,Airport,Arrival,14019,4865,7265,26149
10/2/2023,Airport,Departure,17789,4472,5570,27831
11/2/2023,Airport,Arrival,15727,4650,6667,27044
11/2/2023,Airport,Departure,16394,4234,5723,26351
12/2/2023,Airport,Arrival,17921,4288,6717,28926
12/2/2023,Airport,Departure,16926,4720,7800,29446
13-02-2023,Airport,Arrival,15957,5122,6676,27755
13-02-2023,Airport,Departure,13582,4093,6160,23835
14-02-2023,Airport,Arrival,12967,4309,6452,23728
14-02-2023,Airport,Departure,12803,3926,5614,22343
15-02-2023,Airport,Arrival,14140,4821,7383,26344
15-02-2023,Airport,Departure,15365,4397,5550,25312
16-02-2023,Airport,Arrival,13690,5449,7430,26569
16-02-2023,Airport,Departure,15655,4072,5573,25300
17-02-2023,Airport,Arrival,15179,5341,7799,28319
17-02-2023,Airport,Departure,17401,4603,6906,28910
18-02-2023,Airport,Arrival,15655,4827,6912,27394
18-02-2023,Airport,Departure,16800,4320,6808,27928
19-02-2023,Airport,Arrival,19652,5012,7128,31792
19-02-2023,Airport,Departure,16973,5504,8721,31198
20-02-2023,Airport,Arrival,17015,5555,7588,30158
20-02-2023,Airport,Departure,15120,4602,6803,26525
21-02-2023,Airport,Arrival,14958,4814,6700,26472
21-02-2023,Airport,Departure,13592,4612,6128,24332
22-02-2023,Airport,Arrival,14788,5418,7954,28160
22-02-2023,Airport,Departure,14849,4808,6600,26257
23-02-2023,Airport,Arrival,13891,6026,9170,29087
23-02-2023,Airport,Departure,16221,4799,6212,27232
24-02-2023,Airport,Arrival,15912,5544,10054,31510
24-02-2023,Airport,Departure,18644,5311,7216,31171
25-02-2023,Airport,Arrival,16842,5346,10473,32661
25-02-2023,Airport,Departure,16784,5137,7588,29509
26-02-2023,Airport,Arrival,20734,5086,8471,34291
26-02-2023,Airport,Departure,16701,6027,10098,32826
27-02-2023,Airport,Arrival,17988,5321,9668,32977
27-02-2023,Airport,Departure,14937,5112,9084,29133
28-02-2023,Airport,Arrival,15694,5373,9930,30997
28-02-2023,Airport,Departure,15016,5381,9603,30000
1/3/2023,Airport,Arrival,15504,5536,10681,31721
1/3/2023,Airport,Departure,18657,5106,7668,31431
2/3/2023,Airport,Arrival,14072,6010,9617,29699
2/3/2023,Airport,Departure,19251,5031,6360,30642
3/3/2023,Airport,Arrival,14834,6097,9665,30596
3/3/2023,Airport,Departure,20844,5456,7568,33868
4/3/2023,Airport,Arrival,16002,5326,8161,29489
4/3/2023,Airport,Departure,18792,5066,8719,32577
5/3/2023,Airport,Arrival,21017,5639,7508,34164
5/3/2023,Airport,Departure,18147,5579,12729,36455
6/3/2023,Airport,Arrival,17444,5899,7924,31267
6/3/2023,Airport,Departure,15573,5137,11805,32515
7/3/2023,Airport,Arrival,16023,5490,7296,28809
7/3/2023,Airport,Departure,16045,5253,9613,30911
8/3/2023,Airport,Arrival,15816,6068,7892,29776
8/3/2023,Airport,Departure,18292,5217,7791,31300
9/3/2023,Airport,Arrival,15807,6956,9029,31792
9/3/2023,Airport,Departure,19956,5021,7144,32121
10/3/2023,Airport,Arrival,17275,6780,9504,33559
10/3/2023,Airport,Departure,21097,5884,8074,35055
11/3/2023,Airport,Arrival,18602,6105,8714,33421
11/3/2023,Airport,Departure,19077,5511,7808,32396
12/3/2023,Airport,Arrival,22811,5950,8402,37163
12/3/2023,Airport,Departure,19025,6978,10347,36350
13-03-2023,Airport,Arrival,20079,6847,8605,35531
13-03-2023,Airport,Departure,17209,5768,8439,31416
14-03-2023,Airport,Arrival,17214,5517,7592,30323
14-03-2023,Airport,Departure,17421,5360,7364,30145
15-03-2023,Airport,Arrival,17600,6784,8653,33037
15-03-2023,Airport,Departure,18814,5849,7569,32232
16-03-2023,Airport,Arrival,16554,7337,9439,33330
16-03-2023,Airport,Departure,20151,5224,7662,33037
17-03-2023,Airport,Arrival,18219,7706,10661,36586
17-03-2023,Airport,Departure,22119,6150,8679,36948
18-03-2023,Airport,Arrival,18830,6731,9777,35338
18-03-2023,Airport,Departure,19318,5569,8509,33396
19-03-2023,Airport,Arrival,23592,6934,9626,40152
19-03-2023,Airport,Departure,19497,6715,11008,37220
20-03-2023,Airport,Arrival,20381,7708,9943,38032
20-03-2023,Airport,Departure,18250,5980,8466,32696
21-03-2023,Airport,Arrival,18316,6826,8892,34034
21-03-2023,Airport,Departure,17193,5556,8808,31557
22-03-2023,Airport,Arrival,18217,7537,9405,35159
22-03-2023,Airport,Departure,19207,5553,8322,33082
23-03-2023,Airport,Arrival,17309,7993,10153,35455
23-03-2023,Airport,Departure,21103,5491,8390,34984
24-03-2023,Airport,Arrival,18689,8532,10183,37404
24-03-2023,Airport,Departure,23581,6429,9468,39478
25-03-2023,Airport,Arrival,20412,7074,8458,35944
25-03-2023,Airport,Departure,20723,6388,9564,36675
26-03-2023,Airport,Arrival,23755,7758,9221,40734
26-03-2023,Airport,Departure,21607,8545,12243,42395
27-03-2023,Airport,Arrival,20658,7454,9445,37557
27-03-2023,Airport,Departure,20524,6639,10259,37422
28-03-2023,Airport,Arrival,18349,6594,7599,32542
28-03-2023,Airport,Departure,21442,6426,8948,36816
29-03-2023,Airport,Arrival,18069,6851,9820,34740
29-03-2023,Airport,Departure,23914,5504,10131,39549
30-03-2023,Airport,Arrival,19113,7936,9672,36721
30-03-2023,Airport,Departure,29192,5335,8650,43177
31-03-2023,Airport,Arrival,20670,8068,11162,39900
31-03-2023,Airport,Departure,38933,4640,6930,50503
1/4/2023,Airport,Arrival,20233,7497,12238,39968
1/4/2023,Airport,Departure,42951,3696,6133,52780
2/4/2023,Airport,Arrival,23030,6101,10358,39489
2/4/2023,Airport,Departure,37175,5536,9270,51981
3/4/2023,Airport,Arrival,17354,5598,8827,31779
3/4/2023,Airport,Departure,31278,4536,10036,45850
4/4/2023,Airport,Arrival,18108,4975,9046,32129
4/4/2023,Airport,Departure,40373,3734,7107,51214
5/4/2023,Airport,Arrival,19096,6386,11184,36666
5/4/2023,Airport,Departure,40673,3489,7124,51286
6/4/2023,Airport,Arrival,20312,5516,12707,38535
6/4/2023,Airport,Departure,36760,3370,7211,47341
7/4/2023,Airport,Arrival,25465,5401,11774,42640
7/4/2023,Airport,Departure,33517,4187,8081,45785
8/4/2023,Airport,Arrival,31803,4777,8523,45103
8/4/2023,Airport,Departure,23236,4935,10075,38246
9/4/2023,Airport,Arrival,43770,3770,7061,54601
9/4/2023,Airport,Departure,26634,7025,13112,46771
10/4/2023,Airport,Arrival,48380,3499,5143,57022
10/4/2023,Airport,Departure,24601,4959,11284,40844
11/4/2023,Airport,Arrival,41402,4912,8422,54736
11/4/2023,Airport,Departure,25537,4674,9068,39279
12/4/2023,Airport,Arrival,35053,5086,13008,53147
12/4/2023,Airport,Departure,22287,4604,9201,36092
13-04-2023,Airport,Arrival,32049,6152,11956,50157
13-04-2023,Airport,Departure,21549,4774,7444,33767
14-04-2023,Airport,Arrival,34359,6142,11124,51625
14-04-2023,Airport,Departure,23216,6439,9099,38754
15-04-2023,Airport,Arrival,36669,5257,8455,50381
15-04-2023,Airport,Departure,21533,6475,10417,38425
16-04-2023,Airport,Arrival,39806,5666,8401,53873
16-04-2023,Airport,Departure,23427,7818,12355,43600
17-04-2023,Airport,Arrival,27195,8233,11696,47124
17-04-2023,Airport,Departure,21017,6266,9126,36409
18-04-2023,Airport,Arrival,22517,7425,12658,42600
18-04-2023,Airport,Departure,20009,5888,8620,34517
19-04-2023,Airport,Arrival,20224,7128,13218,40570
19-04-2023,Airport,Departure,20275,5843,9151,35269
20-04-2023,Airport,Arrival,18904,7472,14328,40704
20-04-2023,Airport,Departure,21368,6320,10495,38183
21-04-2023,Airport,Arrival,20900,7272,14676,42848
21-04-2023,Airport,Departure,23506,6734,12037,42277
22-04-2023,Airport,Arrival,19916,6743,12337,38996
22-04-2023,Airport,Departure,20295,6883,12780,39958
23-04-2023,Airport,Arrival,25392,7717,12055,45164
23-04-2023,Airport,Departure,21021,7053,14928,43002
24-04-2023,Airport,Arrival,21930,7549,11171,40650
24-04-2023,Airport,Departure,18645,5541,12126,36312
25-04-2023,Airport,Arrival,22169,7722,9146,39037
25-04-2023,Airport,Departure,17427,6213,12788,36428
26-04-2023,Airport,Arrival,20500,8106,10938,39544
26-04-2023,Airport,Departure,19435,7176,13638,40249
27-04-2023,Airport,Arrival,19034,9994,11568,40596
27-04-2023,Airport,Departure,21255,9467,12242,42964
28-04-2023,Airport,Arrival,18518,11095,14462,44075
28-04-2023,Airport,Departure,25757,12030,11397,49184
29-04-2023,Airport,Arrival,17557,12068,15082,44707
29-04-2023,Airport,Departure,22088,13292,11190,46570
30-04-2023,Airport,Arrival,22969,9444,10032,42445
30-04-2023,Airport,Departure,17714,9184,13214,40112
1/5/2023,Airport,Arrival,30221,7340,7966,45527
1/5/2023,Airport,Departure,13817,7776,16127,37720
2/5/2023,Airport,Arrival,22359,8947,8618,39924
2/5/2023,Airport,Departure,15314,9974,11928,37216
3/5/2023,Airport,Arrival,17070,13733,11080,41883
3/5/2023,Airport,Departure,16996,10803,9811,37610
4/5/2023,Airport,Arrival,14277,11613,12063,37953
4/5/2023,Airport,Departure,19030,7694,8460,35184
5/5/2023,Airport,Arrival,14450,8908,11971,35329
5/5/2023,Airport,Departure,22283,6145,9834,38262
6/5/2023,Airport,Arrival,16141,7992,9535,33668
6/5/2023,Airport,Departure,19910,6882,11076,37868
7/5/2023,Airport,Arrival,21682,9280,10247,41209
7/5/2023,Airport,Departure,19720,7596,14718,42034
8/5/2023,Airport,Arrival,18962,7790,10602,37354
8/5/2023,Airport,Departure,21235,6004,9948,37187
9/5/2023,Airport,Arrival,17266,7557,9850,34673
9/5/2023,Airport,Departure,20849,5757,9279,35885
10/5/2023,Airport,Arrival,18309,7888,10134,36331
10/5/2023,Airport,Departure,22619,5383,8180,36182
11/5/2023,Airport,Arrival,17336,8999,10380,36715
11/5/2023,Airport,Departure,22598,6400,8335,37333
12/5/2023,Airport,Arrival,18454,8846,10884,38184
12/5/2023,Airport,Departure,25768,7100,10157,43025
13-05-2023,Airport,Arrival,20516,8234,9533,38283
13-05-2023,Airport,Departure,22629,6339,10163,39131
14-05-2023,Airport,Arrival,25785,8169,9532,43486
14-05-2023,Airport,Departure,22499,8482,12107,43088
15-05-2023,Airport,Arrival,22836,8461,10401,41698
15-05-2023,Airport,Departure,24764,7178,9695,41637
16-05-2023,Airport,Arrival,20380,7014,9533,36927
16-05-2023,Airport,Departure,21955,6419,9201,37575
17-05-2023,Airport,Arrival,19986,7088,10440,37514
17-05-2023,Airport,Departure,24381,6194,8890,39465
